timestamp,distance_cm
25.03.24 08.08.59,13.48
25.03.24 08.09.00,9.36
25.03.24 08.09.01,6.91
25.03.24 08.09.02,10.44
25.03.24 08.09.03,"6,82"
25.03.24 08.09.04,9.83
25.03.24 08.09.05,9.05
25.03.24 08.09.06,11.05
25.03.24 08.09.07,11.91
25.03.24 08.09.08,9.35
25.03.24 08.09.09,9.21
25.03.24 08.09.10,11.52
25.03.24 08.09.11,8.47
25.03.24 08.09.12,10.13
25.03.24 08.09.13,11.08
25.03.24 08.09.14,8.42
25.03.24 08.09.15,9.40
25.03.24 08.09.16,10.20
25.03.24 08.09.17,12.66
25.03.24 08.09.18,7.58
25.03.24 08.09.19,9.70
25.03.24 08.09.20,12.71
25.03.24 08.09.21,11.94
25.03.24 08.09.22,9.45
25.03.24 08.09.23,9.86
25.03.24 08.09.24,10.92
25.03.24 08.09.25,10.96
25.03.24 08.09.26,12.76
25.03.24 08.09.27,12.26
25.03.24 08.09.28,7.24
25.03.24 08.09.29,6.81
25.03.24 08.09.30,8.91
25.03.24 08.09.31,6.29
25.03.24 08.09.32,12.62
25.03.24 08.09.33,7.01
25.03.24 08.09.34,9.40
25.03.24 08.09.35,8.26
25.03.24 08.09.36,6.83
25.03.24 08.09.37,12.36
25.03.24 08.09.38,8.85
25.03.24 08.09.39,13.81
25.03.24 08.09.40,12.81
25.03.24 08.09.41,9.99
25.03.24 08.09.42,5.81
25.03.24 08.09.43,9.32
25.03.24 08.09.44,14.57
25.03.24 08.09.45,10.86
25.03.24 08.09.46,9.67
25.03.24 08.09.47,8.78
25.03.24 08.09.48,11.77
25.03.24 08.09.49,10.74
25.03.24 08.09.50,10.57
25.03.24 08.09.51,12.27
25.03.24 08.09.52,12.16
25.03.24 08.09.53,10.87
25.03.24 08.09.54,6.83
25.03.24 08.09.55,8.04
25.03.24 08.09.56,8.77
25.03.24 08.09.57,9.93
25.03.24 08.09.58,13.00
25.03.24 08.09.59,14.11
25.03.24 08.10.00,10.78
25.03.24 08.10.01,11.10
25.03.24 08.10.02,6.98
25.03.24 08.10.03,9.15
2025-03-24 08:10:04,8.89
2025-03-24 08:10:05,8.73
25.03.24 08.10.06,11.16
25.03.24 08.10.07,9.10
25.03.24 08.10.08,6.21
25.03.24 08.10.09,11.69
25.03.24 08.10.10,12.41
25.03.24 08.10.11,10.58
25.03.24 08.10.12,9.66
25.03.24 08.10.13,8.20
25.03.24 08.10.14,8.33
25.03.24 08.10.15,12.14
25.03.24 08.10.16,8.50
25.03.24 08.10.17,14.03
25.03.24 08.10.18,11.90
25.03.24 08.10.19,10.68
25.03.24 08.10.20,
25.03.24 08.10.21,12.55
25.03.24 08.10.22,9.14
25.03.24 08.10.23,7.95
25.03.24 08.10.24,9.15
25.03.24 08.10.25,9.79
25.03.24 08.10.26,8.48
25.03.24 08.10.27,7.75
25.03.24 08.10.28,10.47
25.03.24 08.10.29,11.78
25.03.24 08.10.30,13.72
25.03.24 08.10.31,10.15
25.03.24 08.10.32,11.21
25.03.24 08.10.33,6.30
25.03.24 08.10.34,11.72
25.03.24 08.10.35,7.98
25.03.24 08.10.36,10.61
25.03.24 08.10.37,9.91
25.03.24 08.10.38,9.52
25.03.24 08.10.39,7.03
25.03.24 08.10.40,8.49
25.03.24 08.10.41,8.09
25.03.24 08.10.42,8.81
25.03.24 08.10.43,12.36
25.03.24 08.10.44,9.29
25.03.24 08.10.45,8.65
25.03.24 08.10.46,11.30
25.03.24 08.10.47,10.65
25.03.24 08.10.48,14.06
25.03.24 08.10.49,12.02
25.03.24 08.10.50,6.02
25.03.24 08.10.51,11.61
25.03.24 08.10.52,11.37
25.03.24 08.10.53,13.32
25.03.24 08.10.54,9.60
25.03.24 08.10.55,12.19
25.03.24 08.10.56,9.29
25.03.24 08.10.57,10.58
25.03.24 08.10.58,7.89
25.03.24 08.10.59,7.25
25.03.24 08.11.00,11.74
25.03.24 08.11.01,10.01
25.03.24 08.11.02,7.44
25.03.24 08.11.03,11.63
25.03.24 08.11.04,4.53
25.03.24 08.11.05,8.38
25.03.24 08.11.06,6.68
25.03.24 08.11.07,12.40
25.03.24 08.11.08,9.13
25.03.24 08.11.09,10.16
25.03.24 08.11.10,10.61
25.03.24 08.11.11,11.62
25.03.24 08.11.12,11.39
25.03.24 08.11.13,11.60
25.03.24 08.11.14,9.47
25.03.24 08.11.15,11.71
25.03.24 08.11.16,8.69
25.03.24 08.11.17,9.20
25.03.24 08.11.18,6.93
25.03.24 08.11.19,13.35
25.03.24 08.11.20,8.01
25.03.24 08.11.21,12.82
25.03.24 08.11.22,11.07
25.03.24 08.11.23,10.40
25.03.24 08.11.24,10.73
24/03/25 08:11:25,7.87
25.03.24 08.11.26,13.21
25.03.24 08.11.27,9.28
25.03.24 08.11.28,12.03
25.03.24 08.11.29,8.91
25.03.24 08.11.30,7.14
25.03.24 08.11.31,13.97
25.03.24 08.11.32,8.79
25.03.24 08.11.33,10.92
25.03.24 08.11.34,3.94
25.03.24 08.11.35,9.86
25.03.24 08.11.36,11.21
25.03.24 08.11.37,10.29
25.03.24 08.11.38,9.80
25.03.24 08.11.39,9.58
25.03.24 08.11.40,11.74
25.03.24 08.11.41,7.41
25.03.24 08.11.42,9.53
25.03.24 08.11.43,12.87
25.03.24 08.11.44,7.03
25.03.24 08.11.45,9.79
25.03.24 08.11.46,7.79
25.03.24 08.11.47,10.60
25.03.24 08.11.48,10.07
25.03.24 08.11.49,8.11
25.03.24 08.11.50,10.05
25.03.24 08.11.51,10.13
25.03.24 08.11.52,8.78
25.03.24 08.11.53,9.17
25.03.24 08.11.54,8.70
25.03.24 08.11.55,5.44
25.03.24 08.11.56,11.85
25.03.24 08.11.57,12.39
25.03.24 08.11.58,6.50
25.03.24 08.11.59,12.42
25.03.24 08.12.00,10.80
25.03.24 08.12.01,7.80
25.03.24 08.12.02,9.58
25.03.24 08.12.03,8.59
25.03.24 08.12.04,11.85
25.03.24 08.12.05,8.16
25.03.24 08.12.06,14.25
25.03.24 08.12.07,12.32
25.03.24 08.12.08,7.55
25.03.24 08.12.09,13.28
25.03.24 08.12.10,11.46
25.03.24 08.12.11,9.70
25.03.24 08.12.12,11.35
25.03.24 08.12.13,11.85
25.03.24 08.12.14,8.48
25.03.24 08.12.15,11.67
25.03.24 08.12.16,9.13
25.03.24 08.12.17,11.63
25.03.24 08.12.18,9.73
25.03.24 08.12.19,7.99
25.03.24 08.12.20,11.26
25.03.24 08.12.21,9.24
25.03.24 08.12.22,10.31
25.03.24 08.12.23,10.82
25.03.24 08.12.24,12.94
25.03.24 08.12.25,9.13
25.03.24 08.12.26,8.30
25.03.24 08.12.27,13.29
25.03.24 08.12.28,10.01
25.03.24 08.12.29,8.91
25.03.24 08.12.30,10.72
25.03.24 08.12.31,9.31
25.03.24 08.12.32,9.46
25.03.24 08.12.33,15.15
25.03.24 08.12.34,8.02
25.03.24 08.12.35,7.12
25.03.24 08.12.36,12.45
25.03.24 08.12.37,9.24
25.03.24 08.12.38,10.64
25.03.24 08.12.39,11.28
25.03.24 08.12.40,6.50
25.03.24 08.12.41,12.28
25.03.24 08.12.42,8.88
25.03.24 08.12.43,13.80
25.03.24 08.12.44,8.41
25.03.24 08.12.45,13.13
25.03.24 08.12.46,13.49
25.03.24 08.12.47,9.02
25.03.24 08.12.48,9.62
25.03.24 08.12.49,9.37
25.03.24 08.12.50,13.04
25.03.24 08.12.51,10.36
25.03.24 08.12.52,11.07
25.03.24 08.12.53,9.71
25.03.24 08.12.54,10.94
25.03.24 08.12.55,11.07
25.03.24 08.12.56,8.81
25.03.24 08.12.57,13.54
25.03.24 08.12.58,9.59
25.03.24 08.12.59,12.06
25.03.24 08.13.00,7.48
25.03.24 08.13.01,11.37
25.03.24 08.13.02,12.13
25.03.24 08.13.03,10.53
25.03.24 08.13.04,12.15
25.03.24 08.13.05,8.59
25.03.24 08.13.06,10.95
25.03.24 08.13.07,6.96
25.03.24 08.13.08,10.30
25.03.24 08.13.09,8.41
25.03.24 08.13.10,9.86
25.03.24 08.13.11,12.76
25.03.24 08.13.12,13.48
25.03.24 08.13.13,7.44
25.03.24 08.13.14,12.49
25.03.24 08.13.15,12.80
25.03.24 08.13.16,10.65
25.03.24 08.13.17,12.72
25.03.24 08.13.18,9.17
25.03.24 08.13.19,8.97
25.03.24 08.13.20,8.98
25.03.24 08.13.21,11.43
25.03.24 08.13.22,9.81
25.03.24 08.13.23,8.57
25.03.24 08.13.24,8.66
25.03.24 08.13.25,10.00
25.03.24 08.13.26,8.30
25.03.24 08.13.27,11.34
25.03.24 08.13.28,12.39
25.03.24 08.13.29,11.95
25.03.24 08.13.30,15.82
25.03.24 08.13.31,10.82
25.03.24 08.13.32,13.39
25.03.24 08.13.33,10.37
25.03.24 08.13.34,9.44
25.03.24 08.13.35,10.24
25.03.24 08.13.36,10.33
25.03.24 08.13.37,9.75
25.03.24 08.13.38,7.83
25.03.24 08.13.39,8.04
25.03.24 08.13.40,12.27
25.03.24 08.13.41,11.67
25.03.24 08.13.42,13.56
25.03.24 08.13.43,9.21
25.03.24 08.13.44,9.03
25.03.24 08.13.45,7.70
25.03.24 08.13.46,12.11
25.03.24 08.13.47,8.22
25.03.24 08.13.48,9.94
25.03.24 08.13.50,6.87
25.03.24 08.13.51,11.55
25.03.24 08.13.52,12.02
25.03.24 08.13.53,10.55
25.03.24 08.13.54,9.83
25.03.24 08.13.55,9.94
25.03.24 08.13.56,12.80
25.03.24 08.13.57,10.11
25.03.24 08.13.58,9.96
25.03.24 08.13.59,8.63
25.03.24 08.14.00,4.40
25.03.24 08.14.01,12.19
25.03.24 08.14.02,9.99
25.03.24 08.14.03,8.25
25.03.24 08.14.04,14.22
25.03.24 08.14.05,10.88
25.03.24 08.14.06,9.59
25.03.24 08.14.07,12.04
25.03.24 08.14.08,10.74
25.03.24 08.14.09,10.70
25.03.24 08.14.10,8.78
25.03.24 08.14.11,11.39
25.03.24 08.14.12,11.88
25.03.24 08.14.13,8.79
25.03.24 08.14.14,6.21
25.03.24 08.14.15,11.90
25.03.24 08.14.16,11.26
25.03.24 08.14.17,11.68
25.03.24 08.14.18,10.09
25.03.24 08.14.19,11.93
25.03.24 08.14.20,8.69
25.03.24 08.14.21,9.63
25.03.24 08.14.22,7.91
25.03.24 08.14.23,12.31
25.03.24 08.14.24,9.91
25.03.24 08.14.25,10.46
25.03.24 08.14.26,10.87
25.03.24 08.14.27,9.52
25.03.24 08.14.28,11.64
25.03.24 08.14.29,13.32
25.03.24 08.14.30,11.96
25.03.24 08.14.31,6.55
25.03.24 08.14.32,10.22
25.03.24 08.14.33,10.31
25.03.24 08.14.34,12.48
25.03.24 08.14.35,8.90
25.03.24 08.14.36,7.92
25.03.24 08.14.37,11.67
25.03.24 08.14.38,9.96
25.03.24 08.14.39,8.75
25.03.24 08.14.40,9.48
25.03.24 08.14.41,7.18
25.03.24 08.14.42,10.34
25.03.24 08.14.43,9.39
25.03.24 08.14.44,11.07
25.03.24 08.14.45,9.59
25.03.24 08.14.46,10.07
25.03.24 08.14.47,9.09
25.03.24 08.14.48,9.49
25.03.24 08.14.49,7.74
25.03.24 08.14.50,12.06
25.03.24 08.14.51,9.92
25.03.24 08.14.52,6.02
25.03.24 08.14.53,6.83
25.03.24 08.14.54,12.08
25.03.24 08.14.55,9.91
25.03.24 08.14.56,9.96
25.03.24 08.14.57,9.99
25.03.24 08.14.58,10.97
25.03.24 08.14.59,13.06
25.03.24 08.15.00,10.89
25.03.24 08.15.01,10.61
25.03.24 08.15.02,8.86
25.03.24 08.15.03,6.91
25.03.24 08.15.04,10.95
25.03.24 08.15.05,11.11
25.03.24 08.15.06,12.20
25.03.24 08.15.07,13.42
25.03.24 08.15.08,7.68
25.03.24 08.15.09,8.77
25.03.24 08.15.10,11.34
25.03.24 08.15.11,10.00
25.03.24 08.15.12,12.89
25.03.24 08.15.13,9.61
25.03.24 08.15.14,14.00
25.03.24 08.15.15,10.11
25.03.24 08.15.16,13.26
25.03.24 08.15.17,5.19
25.03.24 08.15.18,10.97
25.03.24 08.15.19,10.05
25.03.24 08.15.20,5.81
25.03.24 08.15.21,9.97
25.03.24 08.15.22,7.52
25.03.24 08.15.23,8.96
25.03.24 08.15.24,10.61
25.03.24 08.15.25,9.75
25.03.24 08.15.26,10.71
25.03.24 08.15.27,10.31
25.03.24 08.15.28,14.71
25.03.24 08.15.29,10.52
25.03.24 08.15.30,10.23
25.03.24 08.15.31,10.84
25.03.24 08.15.32,9.95
25.03.24 08.15.33,6.83
25.03.24 08.15.34,11.38
25.03.24 08.15.35,12.58
25.03.24 08.15.36,13.11
25.03.24 08.15.37,11.38
25.03.24 08.15.38,9.46
25.03.24 08.15.39,10.53
25.03.24 08.15.40,13.57
25.03.24 08.15.41,9.55
25.03.24 08.15.42,7.61
25.03.24 08.15.43,14.42
25.03.24 08.15.44,7.96
25.03.24 08.15.45,6.86
25.03.24 08.15.46,10.64
25.03.24 08.15.47,10.82
25.03.24 08.15.48,10.92
25.03.24 08.15.49,11.76
25.03.24 08.15.50,9.68
25.03.24 08.15.51,9.71
25.03.24 08.15.52,8.85
25.03.24 08.15.53,10.27
25.03.24 08.15.54,11.08
25.03.24 08.15.55,11.81
25.03.24 08.15.56,8.20
25.03.24 08.15.57,7.51
25.03.24 08.15.58,11.77
25.03.24 08.15.59,8.94
25.03.24 08.16.00,8.03
25.03.24 08.16.01,6.30
25.03.24 08.16.02,12.81
25.03.24 08.16.03,10.55
25.03.24 08.16.04,11.09
25.03.24 08.16.05,10.87
25.03.24 08.16.06,10.43
25.03.24 08.16.07,9.95
25.03.24 08.16.08,9.86
25.03.24 08.16.09,8.05
25.03.24 08.16.10,6.47
25.03.24 08.16.11,14.49
25.03.24 08.16.12,10.08
25.03.24 08.16.13,9.12
25.03.24 08.16.14,8.40
25.03.24 08.16.15,12.10
25.03.24 08.16.16,10.29
25.03.24 08.16.17,8.27
25.03.24 08.16.18,9.39
25.03.24 08.16.19,10.62
25.03.24 08.16.20,9.23
25.03.24 08.16.21,11.63
25.03.24 08.16.22,14.25
25.03.24 08.16.23,9.16
25.03.24 08.16.24,9.43
25.03.24 08.16.25,8.34
25.03.24 08.16.26,9.69
25.03.24 08.16.27,6.08
25.03.24 08.16.28,12.20
24/03/25 08:16:29,7.33
25.03.24 08.16.30,1000.00
25.03.24 08.16.31,10.17
25.03.24 08.16.32,12.75
25.03.24 08.16.33,8.29
25.03.24 08.16.34,9.63
25.03.24 08.16.35,10.59
25.03.24 08.16.36,8.66
25.03.24 08.16.37,9.76
25.03.24 08.16.38,6.82
25.03.24 08.16.39,8.94
25.03.24 08.16.40,12.46
25.03.24 08.16.41,11.63
25.03.24 08.16.42,9.11
25.03.24 08.16.43,7.97
25.03.24 08.16.44,9.58
25.03.24 08.16.45,7.07
25.03.24 08.16.46,9.61
25.03.24 08.16.47,9.18
25.03.24 08.16.48,9.11
25.03.24 08.16.49,9.72
25.03.24 08.16.50,11.07
25.03.24 08.16.51,7.92
25.03.24 08.16.52,11.92
25.03.24 08.16.53,12.25
25.03.24 08.16.54,14.40
25.03.24 08.16.55,10.59
25.03.24 08.16.56,12.95
25.03.24 08.16.57,11.95
25.03.24 08.16.58,10.38
25.03.24 08.16.59,7.57
25.03.24 08.17.00,11.79
25.03.24 08.17.01,10.48
25.03.24 08.17.02,13.57
25.03.24 08.17.03,11.48
25.03.24 08.17.04,12.11
25.03.24 08.17.05,8.84
25.03.24 08.17.06,"10,49"
25.03.24 08.17.07,6.15
25.03.24 08.17.08,11.11
25.03.24 08.17.09,12.44
25.03.24 08.17.10,12.78
25.03.24 08.17.11,9.29
25.03.24 08.17.12,6.37
25.03.24 08.17.13,8.92
25.03.24 08.17.14,9.84
25.03.24 08.17.15,-10.82
25.03.24 08.17.16,5.94
25.03.24 08.17.17,9.79
25.03.24 08.17.18,7.93
25.03.24 08.17.19,12.89
25.03.24 08.17.20,5.33
25.03.24 08.17.21,12.03
25.03.24 08.17.22,9.68
25.03.24 08.17.23,5.91
25.03.24 08.17.24,13.35
25.03.24 08.17.25,12.70
25.03.24 08.17.26,12.50
25.03.24 08.17.27,10.19
25.03.24 08.17.28,8.66
25.03.24 08.17.29,10.13
25.03.24 08.17.30,1000.00
25.03.24 08.17.31,
25.03.24 08.17.32,8.28
25.03.24 08.17.33,10.99
25.03.24 08.17.34,10.39
25.03.24 08.17.35,11.85
25.03.24 08.17.36,13.05
25.03.24 08.17.37,11.71
25.03.24 08.17.38,7.70
25.03.24 08.17.39,9.97
25.03.24 08.17.40,10.77
25.03.24 08.17.41,11.62
25.03.24 08.17.42,11.72
25.03.24 08.17.43,9.88
25.03.24 08.17.44,9.02
25.03.24 08.17.45,12.02
25.03.24 08.17.46,10.76
25.03.24 08.17.47,10.56
25.03.24 08.17.48,8.59
25.03.24 08.17.49,14.20
25.03.24 08.17.50,
25.03.24 08.17.51,9.83
25.03.24 08.17.52,10.50
25.03.24 08.17.53,9.74
25.03.24 08.17.54,7.42
25.03.24 08.17.55,10.60
25.03.24 08.17.56,7.10
25.03.24 08.17.57,10.21
25.03.24 08.17.58,6.81
25.03.24 08.17.59,5.69
25.03.24 08.18.00,11.23
25.03.24 08.18.01,7.79
25.03.24 08.18.02,10.87
25.03.24 08.18.03,10.34
25.03.24 08.18.04,10.29
25.03.24 08.18.05,8.75
25.03.24 08.18.06,9.74
25.03.24 08.18.07,8.69
25.03.24 08.18.08,11.89
25.03.24 08.18.09,9.03
25.03.24 08.18.10,9.50
25.03.24 08.18.11,11.49
25.03.24 08.18.12,8.76
25.03.24 08.18.13,6.42
25.03.24 08.18.14,7.88
25.03.24 08.18.15,12.11
25.03.24 08.18.16,10.17
25.03.24 08.18.17,10.58
25.03.24 08.18.18,10.59
25.03.24 08.18.19,13.58
25.03.24 08.18.20,5.85
25.03.24 08.18.21,9.74
25.03.24 08.18.22,10.06
25.03.24 08.18.23,9.96
25.03.24 08.18.24,11.60
25.03.24 08.18.25,11.65
25.03.24 08.18.26,9.57
25.03.24 08.18.27,6.62
2025-03-24 08:18:28,15.02
25.03.24 08.18.29,9.99
25.03.24 08.18.30,10.17
25.03.24 08.18.31,12.52
25.03.24 08.18.32,9.21
25.03.24 08.18.33,12.58
25.03.24 08.18.34,9.39
25.03.24 08.18.35,13.66
25.03.24 08.18.36,10.91
25.03.24 08.18.37,8.65
25.03.24 08.18.38,14.36
25.03.24 08.18.39,11.20
25.03.24 08.18.40,8.78
25.03.24 08.18.41,7.19
25.03.24 08.18.42,11.40
25.03.24 08.18.43,12.77
25.03.24 08.18.44,10.77
25.03.24 08.18.45,10.66
25.03.24 08.18.46,13.12
25.03.24 08.18.47,11.20
25.03.24 08.18.48,8.68
25.03.24 08.18.49,8.77
25.03.24 08.18.50,11.11
25.03.24 08.18.51,11.00
25.03.24 08.18.52,12.18
25.03.24 08.18.53,10.74
25.03.24 08.18.54,11.36
25.03.24 08.18.55,10.70
25.03.24 08.18.56,11.93
25.03.24 08.18.57,11.49
25.03.24 08.18.58,9.48
25.03.24 08.18.59,9.62
25.03.24 08.19.00,10.65
25.03.24 08.19.02,12.63
25.03.24 08.19.03,10.42
25.03.24 08.19.04,7.15
25.03.24 08.19.05,7.64
25.03.24 08.19.06,9.52
25.03.24 08.19.07,11.44
25.03.24 08.19.08,8.55
25.03.24 08.19.09,11.30
25.03.24 08.19.10,8.47
25.03.24 08.19.11,10.32
25.03.24 08.19.12,10.83
25.03.24 08.19.13,7.71
25.03.24 08.19.14,10.79
25.03.24 08.19.15,13.23
25.03.24 08.19.16,9.60
25.03.24 08.19.17,10.15
25.03.24 08.19.18,10.51
25.03.24 08.19.19,10.18
25.03.24 08.19.20,10.05
25.03.24 08.19.21,9.89
25.03.24 08.19.22,6.87
25.03.24 08.19.23,10.91
25.03.24 08.19.24,7.85
25.03.24 08.19.25,10.75
25.03.24 08.19.26,11.40
25.03.24 08.19.27,10.81
25.03.24 08.19.28,8.23
25.03.24 08.19.29,10.63
25.03.24 08.19.30,9.57
25.03.24 08.19.31,8.82
25.03.24 08.19.32,14.13
25.03.24 08.19.33,8.20
25.03.24 08.19.34,10.99
25.03.24 08.19.35,13.05
25.03.24 08.19.36,10.77
25.03.24 08.19.37,8.77
25.03.24 08.19.38,8.90
25.03.24 08.19.39,7.21
25.03.24 08.19.40,10.19
25.03.24 08.19.41,10.26
25.03.24 08.19.42,9.50
25.03.24 08.19.43,12.85
25.03.24 08.19.44,9.93
25.03.24 08.19.45,6.90
25.03.24 08.19.46,13.03
25.03.24 08.19.47,7.70
25.03.24 08.19.48,11.10
25.03.24 08.19.49,11.36
25.03.24 08.19.50,9.92
25.03.24 08.19.51,11.95
25.03.24 08.19.52,10.24
25.03.24 08.19.53,9.37
25.03.24 08.19.54,5.92
25.03.24 08.19.55,6.62
25.03.24 08.19.56,15.59
25.03.24 08.19.57,11.56
25.03.24 08.19.58,"12,60"
25.03.24 08.19.59,15.12
25.03.24 08.20.00,9.37
25.03.24 08.20.01,9.81
25.03.24 08.20.02,6.80
25.03.24 08.20.03,9.52
25.03.24 08.20.04,9.47
25.03.24 08.20.05,9.32
25.03.24 08.20.06,12.20
25.03.24 08.20.07,11.53
25.03.24 08.20.08,11.94
25.03.24 08.20.09,7.66
25.03.24 08.20.10,10.16
25.03.24 08.20.11,10.78
25.03.24 08.20.12,13.83
25.03.24 08.20.13,10.33
25.03.24 08.20.14,9.77
25.03.24 08.20.15,12.27
25.03.24 08.20.16,9.58
25.03.24 08.20.17,11.04
25.03.24 08.20.18,10.98
25.03.24 08.20.19,9.06
25.03.24 08.20.20,8.71
25.03.24 08.20.21,9.94
25.03.24 08.20.22,9.13
25.03.24 08.20.23,7.00
25.03.24 08.20.24,11.44
25.03.24 08.20.25,11.14
25.03.24 08.20.26,8.51
25.03.24 08.20.27,8.32
24/03/25 08:20:28,10.98
25.03.24 08.20.29,13.50
25.03.24 08.20.30,12.04
25.03.24 08.20.31,12.40
25.03.24 08.20.32,9.39
25.03.24 08.20.33,10.83
25.03.24 08.20.34,9.74
25.03.24 08.20.35,8.55
25.03.24 08.20.36,10.39
25.03.24 08.20.37,8.26
25.03.24 08.20.38,8.51
25.03.24 08.20.39,9.11
25.03.24 08.20.40,9.32
25.03.24 08.20.41,9.94
25.03.24 08.20.42,5.87
25.03.24 08.20.43,8.14
25.03.24 08.20.44,13.14
25.03.24 08.20.45,9.98
25.03.24 08.20.46,11.12
25.03.24 08.20.47,10.83
25.03.24 08.20.48,9.78
25.03.24 08.20.49,8.23
25.03.24 08.20.50,8.90
25.03.24 08.20.51,13.92
25.03.24 08.20.52,8.93
25.03.24 08.20.53,13.44
25.03.24 08.20.54,9.17
25.03.24 08.20.55,9.36
25.03.24 08.20.56,10.15
25.03.24 08.20.57,9.65
25.03.24 08.20.58,8.12
25.03.24 08.20.59,9.97
25.03.24 08.21.00,7.06
25.03.24 08.21.01,10.73
25.03.24 08.21.02,10.45
25.03.24 08.21.03,11.46
25.03.24 08.21.04,9.01
25.03.24 08.21.05,11.48
25.03.24 08.21.06,10.86
25.03.24 08.21.07,10.26
25.03.24 08.21.08,13.95
25.03.24 08.21.09,10.94
25.03.24 08.21.10,9.07
25.03.24 08.21.11,13.07
25.03.24 08.21.12,11.02
25.03.24 08.21.13,13.56
25.03.24 08.21.14,6.29
25.03.24 08.21.15,9.40
25.03.24 08.21.16,9.40
25.03.24 08.21.17,6.22
25.03.24 08.21.18,10.33
25.03.24 08.21.19,9.26
25.03.24 08.21.20,6.00
25.03.24 08.21.21,8.47
25.03.24 08.21.22,12.77
25.03.24 08.21.23,11.82
25.03.24 08.21.24,8.58
25.03.24 08.21.25,8.52
25.03.24 08.21.26,11.72
25.03.24 08.21.27,6.07
25.03.24 08.21.28,11.19
25.03.24 08.21.29,6.34
25.03.24 08.21.30,13.28
25.03.24 08.21.31,11.32
25.03.24 08.21.32,6.31
25.03.24 08.21.33,9.24
24/03/25 08:21:34,10.63
25.03.24 08.21.35,6.03
25.03.24 08.21.36,9.91
25.03.24 08.21.37,10.96
25.03.24 08.21.38,5.86
25.03.24 08.21.39,11.49
25.03.24 08.21.40,9.75
25.03.24 08.21.41,11.83
25.03.24 08.21.42,9.53
25.03.24 08.21.43,7.89
25.03.24 08.21.44,7.69
25.03.24 08.21.45,9.38
25.03.24 08.21.46,9.62
25.03.24 08.21.47,12.13
25.03.24 08.21.48,9.44
25.03.24 08.21.49,6.88
25.03.24 08.21.50,9.08
25.03.24 08.21.51,6.95
25.03.24 08.21.52,10.70
25.03.24 08.21.53,11.16
25.03.24 08.21.54,11.50
25.03.24 08.21.55,9.39
25.03.24 08.21.56,8.60
25.03.24 08.21.57,8.98
25.03.24 08.21.58,9.82
25.03.24 08.21.59,8.98
25.03.24 08.22.00,13.22
25.03.24 08.22.01,9.27
25.03.24 08.22.02,"9,80"
25.03.24 08.22.03,8.50
25.03.24 08.22.04,8.54
2025-03-24 08:22:05,
25.03.24 08.22.06,7.94
25.03.24 08.22.07,13.74
25.03.24 08.22.08,11.09
25.03.24 08.22.09,9.32
25.03.24 08.22.10,8.69
25.03.24 12.26.51,8.33
25.03.24 12.26.52,6.59
25.03.24 12.26.53,10.95
25.03.24 12.26.54,8.15
25.03.24 12.26.55,7.43
25.03.24 12.26.56,7.82
25.03.24 12.26.57,10.83
25.03.24 12.26.58,9.79
25.03.24 12.26.59,8.03
25.03.24 12.27.00,10.94
25.03.24 12.27.01,8.34
25.03.24 12.27.02,6.73
25.03.24 12.27.03,7.38
25.03.24 12.27.04,10.04
25.03.24 12.27.05,8.43
25.03.24 12.27.06,10.21
25.03.24 12.27.07,12.22
25.03.24 12.27.08,8.74
25.03.24 12.27.09,15.33
25.03.24 12.27.10,10.55
25.03.24 12.27.12,7.33
25.03.24 12.27.13,9.30
25.03.24 12.27.14,9.50
25.03.24 12.27.15,11.52
2025-03-24 12:27:16,8.81
25.03.24 12.27.17,10.86
25.03.24 12.27.18,10.08
25.03.24 12.27.19,11.95
25.03.24 12.27.20,12.11
25.03.24 12.27.21,10.67
25.03.24 12.27.22,11.53
25.03.24 12.27.23,12.25
25.03.24 12.27.24,11.07
25.03.24 12.27.25,10.56
25.03.24 12.27.26,10.82
25.03.24 12.27.27,13.22
25.03.24 12.27.28,10.23
25.03.24 12.27.29,11.46
25.03.24 12.27.30,8.65
25.03.24 12.27.31,13.00
25.03.24 12.27.32,10.90
25.03.24 12.27.33,9.31
25.03.24 12.27.34,9.86
25.03.24 12.27.35,9.56
25.03.24 12.27.36,10.01
25.03.24 12.27.37,10.42
25.03.24 12.27.38,9.61
25.03.24 12.27.39,6.82
25.03.24 12.27.40,13.55
25.03.24 12.27.41,10.53
25.03.24 12.27.42,10.54
25.03.24 12.27.43,9.90
25.03.24 12.27.44,11.82
25.03.24 12.27.45,10.10
25.03.24 12.27.46,9.38
25.03.24 12.27.47,9.51
25.03.24 12.27.48,12.50
25.03.24 12.27.49,10.40
25.03.24 12.27.50,9.93
25.03.24 12.27.51,9.13
25.03.24 12.27.52,9.36
25.03.24 12.27.53,12.16
25.03.24 12.27.54,8.17
25.03.24 12.27.55,11.34
25.03.24 12.27.56,11.41
25.03.24 12.27.57,10.43
25.03.24 12.27.58,9.62
25.03.24 12.27.59,7.04
25.03.24 12.28.00,11.33
25.03.24 12.28.01,6.81
25.03.24 12.28.02,10.33
25.03.24 12.28.03,10.10
25.03.24 12.28.04,11.54
25.03.24 12.28.05,8.21
25.03.24 12.28.06,8.11
25.03.24 12.28.07,11.07
25.03.24 12.28.08,9.66
25.03.24 12.28.09,5.97
25.03.24 12.28.10,9.99
25.03.24 12.28.11,13.62
25.03.24 12.28.12,11.10
25.03.24 12.28.13,7.63
25.03.24 12.28.14,10.94
25.03.24 12.28.15,11.97
